โครงสร้างและรูปแบบข้อมูล XML  ภงด 50,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Index,Dictionary Entry Name (DEN) ,,,,,,,,<XML Tag>,Description ,Type ,Max Len,Attribute ,,,Rule Guideline,,,
1.6.21.2.17.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.no17.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.2.17.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.no17.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.2.17.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.no17.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.2.18,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.no18,,,<rd:No18>,รายจ่ายเงินลงทุนเพื่อจัดตั้งบริษัทในเขตพัฒนาพิเศษเฉพาะกิจ,Object,,[0…1],,,,,,
1.6.21.2.18.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.no18.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.2.18.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.no18.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.2.18.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.no18.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.2.19,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.no19,,,<rd:No19>,รายจ่ายเพื่อการลงทุนในทรัพย์สิน,Object,,[0…1],,,,,,
1.6.21.2.19.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.no19.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.2.19.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.no19.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.2.19.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.no19.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.2.20,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.no20,,,<rd:No20>,รายจ่ายอื่นที่นอกเหนือจาก 2.1 ถึง 2.19,Object,,[0…1],,,,,,
1.6.21.2.20.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.no20.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.2.20.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.no20.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.2.20.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.no20.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.2.21,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.totalAmount,,,<rd:TotalAmount>,รวม (2.1ถึง 2.20),Object,,[0…1],,,,,,
1.6.21.2.21.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.totalAmount.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.2.21.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.totalAmount.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.2.21.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtGreaterAmount.totalAmount.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount,,,,<rd:ExpDeductAtTwiceAmount>,รายจ่ายหักได้2 เท่าไม่เกินร้อยละ 10 ของกำไรสุทธิ,Object,,[0…1],,,,,,
1.6.21.3.1,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no1,,,<rd:No1>,รายจ่ายเพื่อสนับสนุนการศึกษา,Object,,[0…1],,,,,,
1.6.21.3.1.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no1.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.1.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no1.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.1.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no1.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.2,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no2,,,<rd:No2>,รายจ่ายเพื่อสนับสนุนด้านการเรียนรู้และนันทนาการ,Object,,[0…1],,,,,,
1.6.21.3.2.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no2.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.2.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no2.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.2.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no2.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.3,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no3,,,<rd:No3>,รายจ่ายในการจัดหาหนังสือหรือสื่ออิเล็กทรอนิกส์เพื่อสถานศึกษา,Object,,[0…1],,,,,,
1.6.21.3.3.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no3.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.3.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no3.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.3.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no3.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.4,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no4,,,<rd:No4>,รายจ่ายในการจัดให้คนพิการได้รับสิทธิประโยชน์,Object,,[0…1],,,,,,
1.6.21.3.4.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no4.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.4.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no4.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.4.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no4.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.5,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no5,,,<rd:No5>,รายจ่ายเพื่อพัฒนาครู คณาจารย์ และบุคลากรทางการศึกษา,Object,,[0…1],,,,,,
1.6.21.3.5.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no5.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.5.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no5.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.5.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no5.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.6,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no6,,,<rd:No6>,รายจ่ายในการจัดตั้งศูนย์พัฒนาเด็กเล็กในสังกัด อปท.,Object,,[0…1],,,,,,
1.6.21.3.6.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no6.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.6.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no6.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.6.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no6.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.7,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no7,,,<rd:No7>,รายจ่ายเพื่อโครงการฝึกอบรมอาชีพฯ,Object,,[0…1],,,,,,
1.6.21.3.7.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no7.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.7.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no7.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.7.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no7.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.8,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no8,,,<rd:No8>,รายจ่ายบริจาคให้แก่สถานศึกษา,Object,,[0…1],,,,,,
1.6.21.3.8.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no8.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.8.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no8.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.8.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no8.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.9,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no9,,,<rd:No9>,รายจ่ายบริจาคให้แก่องค์กรกีฬา,Object,,[0…1],,,,,,
1.6.21.3.9.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no9.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.9.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no9.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.9.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no9.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.10,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no10,,,<rd:No10>,รายจ่ายบริจาคให้แก่กองทุนส่งเสริมงานวัฒนธรรมฯลฯ,Object,,[0…1],,,,,,
1.6.21.3.10.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no10.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.10.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no10.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.10.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no10.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.11,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no11,,,<rd:No11>,รายจ่ายเพื่อส่งเสริมการดำเนินกิจการของ SMEs,Object,,[0…1],,,,,,
1.6.21.3.11.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no11.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.11.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no11.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.11.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no11.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R283,,,
1.6.21.3.12,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no12,,,<rd:No12>,รายจ่ายบริจาคให้แก่กองทุนเพื่อการพัฒนาวิทยาศาสตร์ฯลฯ,Object,,[0…1],,,,,,
1.6.21.3.12.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no12.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.12.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no12.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.12.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no12.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.13,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no13,,,<rd:No13>,รายจ่ายบริจาคให้แก่กองทุนยุติธรรม,Object,,[0…1],,,,,,
1.6.21.3.13.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no13.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.13.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no13.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.13.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no13.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.14,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no14,,,<rd:No14>,รายจ่ายให้แก่สถานศึกษาตามสัญญารัฐบาลกับทบวงการชำนัญพิเศษ,Object,,[0…1],,,,,,
1.6.21.3.14.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no14.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.14.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no14.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.14.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no14.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.15,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no15,,,<rd:No15>,รายจ่ายบริจาคให้แก่สถานพยาบาลราชการ,Object,,[0…1],,,,,,
1.6.21.3.15.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no15.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.15.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no15.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.15.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no15.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.16,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no16,,,<rd:No16>,รายจ่ายบริจาคให้แก่กองทุนเพื่อความเสมอภาคทางการศึกษา,Object,,[0…1],,,,,,
1.6.21.3.16.1,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no16.exemption,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.16.2,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no16.liable,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.16.3,,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no16.total,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.21.3.17,,,,,,TaxFormDetail.revOrExpDeductAttachment.ExpDeductAtTwiceAmount.no17,,,<rd:No17>,รายจ่ายอื่นที่นอกเหนือจาก 3.1 ถึง 3.16,Object,,[0…1],C,C,,,,
